"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Gadus morhua_Adu",1990,1,"All_areas",106100.955767794,0.416404373094006,44180.9019711629
"Gadus morhua_Adu",1991,1,"All_areas",8190.61258925498,0.315644106196117,2585.31858993403
"Gadus morhua_Adu",1992,1,"All_areas",4808.39681755852,0.304694105436382,1465.09016690916
"Gadus morhua_Adu",1993,1,"All_areas",8768.19405853822,0.270025506877726,2367.63604505905
"Gadus morhua_Adu",1994,1,"All_areas",6455.294366129,0.326189760387538,2105.65092251865
"Gadus morhua_Adu",1995,1,"All_areas",5408.16319282112,0.283437097917908,1532.87408043966
"Gadus morhua_Adu",1996,1,"All_areas",5885.77307740825,0.294631981463359,1734.13698424048
"Gadus morhua_Adu",1997,1,"All_areas",7890.49491158863,0.231330214655111,1825.30988163286
"Gadus morhua_Adu",1998,1,"All_areas",5283.34210020327,0.260992134503176,1378.91073204256
"Gadus morhua_Adu",1999,1,"All_areas",1914.37690892567,0.332552412539068,636.630659572326
"Gadus morhua_Adu",2000,1,"All_areas",1100.23545010484,0.381129538250011,419.33222906475
"Gadus morhua_Adu",2001,1,"All_areas",1718.82725071679,0.301184490684361,517.684110081516
"Gadus morhua_Adu",2002,1,"All_areas",2018.85543367002,0.33584327702573,678.019024684944
"Gadus morhua_Adu",2003,1,"All_areas",1447.97419059825,0.31382368639468,454.408598297895
"Gadus morhua_Adu",2004,1,"All_areas",926.039824217847,0.326124400273985,302.004182302871
"Gadus morhua_Adu",2005,1,"All_areas",1041.6737447899,0.304529721804482,317.220615711906
"Gadus morhua_Adu",2006,1,"All_areas",1077.97987424404,0.319768903608116,344.70444249863
"Gadus morhua_Adu",2007,1,"All_areas",1815.65942246083,0.271047610953432,492.130148763088
"Gadus morhua_Adu",2008,1,"All_areas",1662.2104889867,0.293176178946797,487.320519766406
"Gadus morhua_Adu",2009,1,"All_areas",1033.8288033465,0.336614931262152,348.002211575317
"Gadus morhua_Adu",2010,1,"All_areas",1582.14607823285,0.222921070246989,352.693697046732
"Gadus morhua_Adu",2011,1,"All_areas",4405.9207675319,0.205291880907331,904.499761495263
"Gadus morhua_Adu",2012,1,"All_areas",3558.84467021112,0.278390960127079,990.750184683196
"Gadus morhua_Adu",2013,1,"All_areas",2867.90790066485,0.310662115893936,890.950336609467
"Gadus morhua_Adu",2014,1,"All_areas",2319.76854253363,0.256946941135013,596.057431145241
"Gadus morhua_Adu",2015,1,"All_areas",1885.90390956125,0.278857674132323,525.898777857304
