Measure Names,reg_area_cod,species,year,Measure Values
landings,7BCEFGHJK,OCZ,2013,85.689
discards,7BCEFGHJK,OCZ,2014,
landings,7BCEFGHJK,OCZ,2014,17.369
discards,7BCEFGHJK,OCZ,2015,
landings,7BCEFGHJK,OCZ,2015,41.894
discards,7BCEFGHJK,OMZ,2015,
landings,7BCEFGHJK,OMZ,2015,0.02
discards,7BCEFGHJK,ORY,2003,
landings,7BCEFGHJK,ORY,2003,172
discards,7BCEFGHJK,ORY,2004,0.603
landings,7BCEFGHJK,ORY,2004,187.18
discards,7BCEFGHJK,ORY,2005,
landings,7BCEFGHJK,ORY,2005,90.03
discards,7BCEFGHJK,ORY,2006,
landings,7BCEFGHJK,ORY,2006,37.16
discards,7BCEFGHJK,ORY,2007,
landings,7BCEFGHJK,ORY,2007,27.8
discards,7BCEFGHJK,ORY,2008,0.176
landings,7BCEFGHJK,ORY,2008,0
discards,7BCEFGHJK,ORY,2010,0.01
landings,7BCEFGHJK,ORY,2010,0
discards,7BCEFGHJK,ORY,2011,0.03
landings,7BCEFGHJK,ORY,2011,0
discards,7BCEFGHJK,ORY,2012,0.66
landings,7BCEFGHJK,ORY,2012,0.12
discards,7BCEFGHJK,OST,2014,
landings,7BCEFGHJK,OST,2014,0.1765
discards,7BCEFGHJK,OST,2015,
landings,7BCEFGHJK,OST,2015,0.14279
discards,7BCEFGHJK,OTH,2003,
landings,7BCEFGHJK,OTH,2003,72.5963
discards,7BCEFGHJK,OTH,2004,
landings,7BCEFGHJK,OTH,2004,50.9946
discards,7BCEFGHJK,OTH,2005,
landings,7BCEFGHJK,OTH,2005,31.0642
discards,7BCEFGHJK,OTH,2006,
landings,7BCEFGHJK,OTH,2006,73.207
discards,7BCEFGHJK,OTH,2007,
landings,7BCEFGHJK,OTH,2007,100.6048
discards,7BCEFGHJK,OTH,2008,
landings,7BCEFGHJK,OTH,2008,124.487
discards,7BCEFGHJK,OTH,2009,
landings,7BCEFGHJK,OTH,2009,760.8385
discards,7BCEFGHJK,OTH,2010,
landings,7BCEFGHJK,OTH,2010,4562.91222
discards,7BCEFGHJK,OTH,2011,
landings,7BCEFGHJK,OTH,2011,4187.28618
discards,7BCEFGHJK,OTH,2012,
landings,7BCEFGHJK,OTH,2012,677.822
discards,7BCEFGHJK,OTH,2013,
landings,7BCEFGHJK,OTH,2013,16092.2745
discards,7BCEFGHJK,OTH,2014,403.613165
landings,7BCEFGHJK,OTH,2014,547.03717
discards,7BCEFGHJK,OTH,2015,492.26196
landings,7BCEFGHJK,OTH,2015,159.38756
discards,7BCEFGHJK,OUL,2003,0.851
landings,7BCEFGHJK,OUL,2003,0
discards,7BCEFGHJK,OUL,2004,0.962
landings,7BCEFGHJK,OUL,2004,0
discards,7BCEFGHJK,OUL,2005,1.507
landings,7BCEFGHJK,OUL,2005,0
discards,7BCEFGHJK,OUL,2006,0.472
landings,7BCEFGHJK,OUL,2006,0
discards,7BCEFGHJK,OUL,2007,2.669
landings,7BCEFGHJK,OUL,2007,0
discards,7BCEFGHJK,OUL,2008,0.238
landings,7BCEFGHJK,OUL,2008,0
discards,7BCEFGHJK,OUL,2009,0.528
landings,7BCEFGHJK,OUL,2009,0
discards,7BCEFGHJK,OUL,2010,0.002
landings,7BCEFGHJK,OUL,2010,0
discards,7BCEFGHJK,OUL,2011,0.083
landings,7BCEFGHJK,OUL,2011,0
discards,7BCEFGHJK,OUL,2012,0.082
landings,7BCEFGHJK,OUL,2012,0
discards,7BCEFGHJK,OUL,2013,0.119
landings,7BCEFGHJK,OUL,2013,0
discards,7BCEFGHJK,OUL,2014,0.66
landings,7BCEFGHJK,OUL,2014,0
discards,7BCEFGHJK,OUL,2015,0.491
landings,7BCEFGHJK,OUL,2015,0
discards,7BCEFGHJK,OXN,2004,
landings,7BCEFGHJK,OXN,2004,0.72
discards,7BCEFGHJK,OXN,2012,
landings,7BCEFGHJK,OXN,2012,1.3877
discards,7BCEFGHJK,OYF,2003,
landings,7BCEFGHJK,OYF,2003,0.774
discards,7BCEFGHJK,OYF,2004,
landings,7BCEFGHJK,OYF,2004,0.471
discards,7BCEFGHJK,OYF,2006,
landings,7BCEFGHJK,OYF,2006,0.007
discards,7BCEFGHJK,PAC,2004,
landings,7BCEFGHJK,PAC,2004,0.076
discards,7BCEFGHJK,PAC,2005,
landings,7BCEFGHJK,PAC,2005,0.004
discards,7BCEFGHJK,PAC,2006,
landings,7BCEFGHJK,PAC,2006,0.747
discards,7BCEFGHJK,PAC,2007,
landings,7BCEFGHJK,PAC,2007,0.006
discards,7BCEFGHJK,PAC,2008,
landings,7BCEFGHJK,PAC,2008,0.032
discards,7BCEFGHJK,PAC,2009,
landings,7BCEFGHJK,PAC,2009,0.032
discards,7BCEFGHJK,PAL,2013,
landings,7BCEFGHJK,PAL,2013,0.57
discards,7BCEFGHJK,PAL,2015,
landings,7BCEFGHJK,PAL,2015,1.59
discards,7BCEFGHJK,PAX,2014,
landings,7BCEFGHJK,PAX,2014,0.28791
discards,7BCEFGHJK,PAX,2015,
landings,7BCEFGHJK,PAX,2015,0.26311
discards,7BCEFGHJK,PEN,2013,
landings,7BCEFGHJK,PEN,2013,0.64
discards,7BCEFGHJK,PER,2012,
landings,7BCEFGHJK,PER,2012,0.358
discards,7BCEFGHJK,PFX,2003,0.295
landings,7BCEFGHJK,PFX,2003,0
discards,7BCEFGHJK,PHO,2004,1.214
landings,7BCEFGHJK,PHO,2004,0
discards,7BCEFGHJK,PHO,2005,
landings,7BCEFGHJK,PHO,2005,0.45
discards,7BCEFGHJK,PIL,2003,0.838
landings,7BCEFGHJK,PIL,2003,3.865
discards,7BCEFGHJK,PIL,2004,0
landings,7BCEFGHJK,PIL,2004,1.794
discards,7BCEFGHJK,PIL,2005,
landings,7BCEFGHJK,PIL,2005,1.299
discards,7BCEFGHJK,PIL,2006,0.507
landings,7BCEFGHJK,PIL,2006,2.267
discards,7BCEFGHJK,PIL,2007,
landings,7BCEFGHJK,PIL,2007,2.742
discards,7BCEFGHJK,PIL,2008,
landings,7BCEFGHJK,PIL,2008,0.957
discards,7BCEFGHJK,PIL,2009,2.59
landings,7BCEFGHJK,PIL,2009,0.925
discards,7BCEFGHJK,PIL,2011,0.423
landings,7BCEFGHJK,PIL,2011,0.359
discards,7BCEFGHJK,PIL,2012,0.95
landings,7BCEFGHJK,PIL,2012,0.302
discards,7BCEFGHJK,PIL,2013,0.03
landings,7BCEFGHJK,PIL,2013,2.3347
discards,7BCEFGHJK,PIL,2014,0.23
landings,7BCEFGHJK,PIL,2014,5.21916
discards,7BCEFGHJK,PIL,2015,11.566804
landings,7BCEFGHJK,PIL,2015,390.82661
discards,7BCEFGHJK,PLA,2003,5.79
landings,7BCEFGHJK,PLA,2003,0
discards,7BCEFGHJK,PLA,2004,6.259
landings,7BCEFGHJK,PLA,2004,0
discards,7BCEFGHJK,PLA,2005,20.843
landings,7BCEFGHJK,PLA,2005,0
discards,7BCEFGHJK,PLA,2006,7.504
landings,7BCEFGHJK,PLA,2006,0.002
discards,7BCEFGHJK,PLA,2007,0.284
landings,7BCEFGHJK,PLA,2007,0.024
discards,7BCEFGHJK,PLA,2008,
landings,7BCEFGHJK,PLA,2008,0.172
discards,7BCEFGHJK,PLA,2009,171.259
landings,7BCEFGHJK,PLA,2009,0.3835
discards,7BCEFGHJK,PLA,2010,107.126
landings,7BCEFGHJK,PLA,2010,0.03
discards,7BCEFGHJK,PLA,2011,61.17
landings,7BCEFGHJK,PLA,2011,0.019
discards,7BCEFGHJK,PLA,2012,168.583
landings,7BCEFGHJK,PLA,2012,0.031
discards,7BCEFGHJK,PLA,2013,222.823
landings,7BCEFGHJK,PLA,2013,1.68
discards,7BCEFGHJK,PLA,2014,75.967
landings,7BCEFGHJK,PLA,2014,0
discards,7BCEFGHJK,PLA,2015,56.508
landings,7BCEFGHJK,PLA,2015,0.77
discards,7BCEFGHJK,PLE,2003,694.264
landings,7BCEFGHJK,PLE,2003,1883.7558
discards,7BCEFGHJK,PLE,2004,434.301
landings,7BCEFGHJK,PLE,2004,1709.4557
discards,7BCEFGHJK,PLE,2005,432.481
landings,7BCEFGHJK,PLE,2005,1551.7061
discards,7BCEFGHJK,PLE,2006,442.579
landings,7BCEFGHJK,PLE,2006,1636.4833
discards,7BCEFGHJK,PLE,2007,1045.637
landings,7BCEFGHJK,PLE,2007,1387.1255
discards,7BCEFGHJK,PLE,2008,1759.294
landings,7BCEFGHJK,PLE,2008,1382.5871
discards,7BCEFGHJK,PLE,2009,894.923
landings,7BCEFGHJK,PLE,2009,1453.79188
discards,7BCEFGHJK,PLE,2010,1049.938936
landings,7BCEFGHJK,PLE,2010,1567.6825
discards,7BCEFGHJK,PLE,2011,1002.548704
landings,7BCEFGHJK,PLE,2011,1774.7938
discards,7BCEFGHJK,PLE,2012,2511.775055
landings,7BCEFGHJK,PLE,2012,1821.91746
discards,7BCEFGHJK,PLE,2013,1485.18
landings,7BCEFGHJK,PLE,2013,1706.5595
discards,7BCEFGHJK,PLE,2014,2224.567357
landings,7BCEFGHJK,PLE,2014,1811.9516
discards,7BCEFGHJK,PLE,2015,2277.85805
landings,7BCEFGHJK,PLE,2015,1681.51512
discards,7BCEFGHJK,POA,2007,
landings,7BCEFGHJK,POA,2007,0.019
discards,7BCEFGHJK,POC,2006,
landings,7BCEFGHJK,POC,2006,0.01
discards,7BCEFGHJK,POC,2008,
landings,7BCEFGHJK,POC,2008,0.26
discards,7BCEFGHJK,POC,2009,
landings,7BCEFGHJK,POC,2009,0.26
discards,7BCEFGHJK,POC,2010,
landings,7BCEFGHJK,POC,2010,0.04
discards,7BCEFGHJK,POC,2011,
landings,7BCEFGHJK,POC,2011,0.035
discards,7BCEFGHJK,POD,2003,208.078
landings,7BCEFGHJK,POD,2003,0
discards,7BCEFGHJK,POD,2004,178.581
landings,7BCEFGHJK,POD,2004,0
discards,7BCEFGHJK,POD,2005,227.897
landings,7BCEFGHJK,POD,2005,0.686
discards,7BCEFGHJK,POD,2006,186.532
landings,7BCEFGHJK,POD,2006,0
discards,7BCEFGHJK,POD,2007,249.011
landings,7BCEFGHJK,POD,2007,0
discards,7BCEFGHJK,POD,2008,196.325
landings,7BCEFGHJK,POD,2008,0
discards,7BCEFGHJK,POD,2009,183.3
landings,7BCEFGHJK,POD,2009,0
discards,7BCEFGHJK,POD,2010,117.577
landings,7BCEFGHJK,POD,2010,0
discards,7BCEFGHJK,POD,2011,95.939
landings,7BCEFGHJK,POD,2011,0
discards,7BCEFGHJK,POD,2012,256.777
landings,7BCEFGHJK,POD,2012,0
discards,7BCEFGHJK,POD,2013,332.821
landings,7BCEFGHJK,POD,2013,0
discards,7BCEFGHJK,POD,2014,465.722
landings,7BCEFGHJK,POD,2014,0
discards,7BCEFGHJK,POD,2015,246.725
landings,7BCEFGHJK,POD,2015,0
discards,7BCEFGHJK,POK,2003,11.329
landings,7BCEFGHJK,POK,2003,402.5188
discards,7BCEFGHJK,POK,2004,88.52
landings,7BCEFGHJK,POK,2004,733.4606
discards,7BCEFGHJK,POK,2005,70.784
landings,7BCEFGHJK,POK,2005,282.26
discards,7BCEFGHJK,POK,2006,203.489
landings,7BCEFGHJK,POK,2006,236.828
discards,7BCEFGHJK,POK,2007,67.142
landings,7BCEFGHJK,POK,2007,255.3628
discards,7BCEFGHJK,POK,2008,1.754
landings,7BCEFGHJK,POK,2008,165.7492
discards,7BCEFGHJK,POK,2009,0
landings,7BCEFGHJK,POK,2009,193.9472
discards,7BCEFGHJK,POK,2010,19.53048
landings,7BCEFGHJK,POK,2010,284.03859
discards,7BCEFGHJK,POK,2011,15.136723
landings,7BCEFGHJK,POK,2011,607.5
discards,7BCEFGHJK,POK,2012,60.558
landings,7BCEFGHJK,POK,2012,597.28244
discards,7BCEFGHJK,POK,2013,20.4836
landings,7BCEFGHJK,POK,2013,738.86212
discards,7BCEFGHJK,POK,2014,166.998
landings,7BCEFGHJK,POK,2014,356.35264
discards,7BCEFGHJK,POK,2015,0.336848
landings,7BCEFGHJK,POK,2015,305.64672
discards,7BCEFGHJK,POL,2003,10.517
landings,7BCEFGHJK,POL,2003,2066.5716
discards,7BCEFGHJK,POL,2004,1.95
landings,7BCEFGHJK,POL,2004,1650.443
discards,7BCEFGHJK,POL,2005,0
landings,7BCEFGHJK,POL,2005,1984.4566
discards,7BCEFGHJK,POL,2006,12.09
landings,7BCEFGHJK,POL,2006,1794.7528
discards,7BCEFGHJK,POL,2007,12.957
landings,7BCEFGHJK,POL,2007,1706.7825
discards,7BCEFGHJK,POL,2008,3.11
landings,7BCEFGHJK,POL,2008,1231.7578
discards,7BCEFGHJK,POL,2009,0.974
landings,7BCEFGHJK,POL,2009,1165.22917
discards,7BCEFGHJK,POL,2010,14.480702
landings,7BCEFGHJK,POL,2010,1088.9129
discards,7BCEFGHJK,POL,2011,15.591
landings,7BCEFGHJK,POL,2011,1451.89928
discards,7BCEFGHJK,POL,2012,0.58
landings,7BCEFGHJK,POL,2012,1181.10763
discards,7BCEFGHJK,POL,2013,254.095892
landings,7BCEFGHJK,POL,2013,1564.495
discards,7BCEFGHJK,POL,2014,27.675147
landings,7BCEFGHJK,POL,2014,1793.24482
discards,7BCEFGHJK,POL,2015,0.806353
landings,7BCEFGHJK,POL,2015,1101.77454
discards,7BCEFGHJK,POM,2003,0.002
landings,7BCEFGHJK,POM,2003,0
discards,7BCEFGHJK,POM,2004,0.029
landings,7BCEFGHJK,POM,2004,0
discards,7BCEFGHJK,POM,2005,0.054
landings,7BCEFGHJK,POM,2005,0
discards,7BCEFGHJK,POM,2007,0.002
landings,7BCEFGHJK,POM,2007,0
discards,7BCEFGHJK,POM,2010,0.003
landings,7BCEFGHJK,POM,2010,0
discards,7BCEFGHJK,POM,2012,0.022
landings,7BCEFGHJK,POM,2012,0
discards,7BCEFGHJK,POR,2003,0
landings,7BCEFGHJK,POR,2003,12.486
discards,7BCEFGHJK,POR,2004,0
landings,7BCEFGHJK,POR,2004,13.449
discards,7BCEFGHJK,POR,2005,0
landings,7BCEFGHJK,POR,2005,12.425
discards,7BCEFGHJK,POR,2006,0
landings,7BCEFGHJK,POR,2006,12.643
discards,7BCEFGHJK,POR,2007,0
landings,7BCEFGHJK,POR,2007,16.248
discards,7BCEFGHJK,POR,2008,0
landings,7BCEFGHJK,POR,2008,21.032
discards,7BCEFGHJK,POR,2009,
landings,7BCEFGHJK,POR,2009,17.5624
discards,7BCEFGHJK,POR,2010,
landings,7BCEFGHJK,POR,2010,0.607
discards,7BCEFGHJK,POR,2012,
landings,7BCEFGHJK,POR,2012,0.00435
discards,7BCEFGHJK,POR,2013,
landings,7BCEFGHJK,POR,2013,0.0016
discards,7BCEFGHJK,PRA,2009,
landings,7BCEFGHJK,PRA,2009,0.08
discards,7BCEFGHJK,PRA,2010,
landings,7BCEFGHJK,PRA,2010,0.19
discards,7BCEFGHJK,PRA,2011,
landings,7BCEFGHJK,PRA,2011,0.78
discards,7BCEFGHJK,PRA,2012,
landings,7BCEFGHJK,PRA,2012,3.36
discards,7BCEFGHJK,PRA,2013,
landings,7BCEFGHJK,PRA,2013,1.34
discards,7BCEFGHJK,PRA,2014,
landings,7BCEFGHJK,PRA,2014,3.19
discards,7BCEFGHJK,PRA,2015,
landings,7BCEFGHJK,PRA,2015,0.49
discards,7BCEFGHJK,QSC,2003,
landings,7BCEFGHJK,QSC,2003,3621.566
discards,7BCEFGHJK,QSC,2004,
landings,7BCEFGHJK,QSC,2004,2879.836
discards,7BCEFGHJK,QSC,2005,
landings,7BCEFGHJK,QSC,2005,3434.965
discards,7BCEFGHJK,QSC,2006,
landings,7BCEFGHJK,QSC,2006,3565.03
discards,7BCEFGHJK,QSC,2007,
landings,7BCEFGHJK,QSC,2007,3808.548
discards,7BCEFGHJK,QSC,2008,
landings,7BCEFGHJK,QSC,2008,401.244
discards,7BCEFGHJK,QSC,2009,
landings,7BCEFGHJK,QSC,2009,398.166
discards,7BCEFGHJK,QSC,2012,
landings,7BCEFGHJK,QSC,2012,0.16
discards,7BCEFGHJK,QSC,2013,
landings,7BCEFGHJK,QSC,2013,0.14
discards,7BCEFGHJK,QSC,2014,
landings,7BCEFGHJK,QSC,2014,966.2208
discards,7BCEFGHJK,QSC,2015,
landings,7BCEFGHJK,QSC,2015,1759.81894
discards,7BCEFGHJK,RAJ,2003,193.428
landings,7BCEFGHJK,RAJ,2003,1200.25
discards,7BCEFGHJK,RAJ,2004,365.706
landings,7BCEFGHJK,RAJ,2004,1106.38
discards,7BCEFGHJK,RAJ,2005,564.235
landings,7BCEFGHJK,RAJ,2005,978.44
discards,7BCEFGHJK,RAJ,2006,3030.627
landings,7BCEFGHJK,RAJ,2006,764.83
discards,7BCEFGHJK,RAJ,2007,562.168
landings,7BCEFGHJK,RAJ,2007,677.46
discards,7BCEFGHJK,RAJ,2008,951.797
landings,7BCEFGHJK,RAJ,2008,538.94
discards,7BCEFGHJK,RAJ,2009,631.233
landings,7BCEFGHJK,RAJ,2009,525.18
discards,7BCEFGHJK,RAJ,2010,3531.585
landings,7BCEFGHJK,RAJ,2010,1358.90977
discards,7BCEFGHJK,RAJ,2011,1131.059
landings,7BCEFGHJK,RAJ,2011,1207.4965
discards,7BCEFGHJK,RAJ,2012,773.706
landings,7BCEFGHJK,RAJ,2012,467.60274
discards,7BCEFGHJK,RAJ,2013,2594.854535
landings,7BCEFGHJK,RAJ,2013,2751.2616
discards,7BCEFGHJK,RAJ,2014,2198.90116
landings,7BCEFGHJK,RAJ,2014,3882.15473
discards,7BCEFGHJK,RAJ,2015,3563.322359
landings,7BCEFGHJK,RAJ,2015,3934.77135
discards,7BCEFGHJK,RAZ,2015,
landings,7BCEFGHJK,RAZ,2015,0.05801
discards,7BCEFGHJK,RCT,2006,
landings,7BCEFGHJK,RCT,2006,0.12
discards,7BCEFGHJK,RDT,2003,2.16
landings,7BCEFGHJK,RDT,2003,0
discards,7BCEFGHJK,RDT,2004,0.248
landings,7BCEFGHJK,RDT,2004,0
discards,7BCEFGHJK,RDT,2006,0.026
landings,7BCEFGHJK,RDT,2006,0
discards,7BCEFGHJK,RDT,2007,0.006
landings,7BCEFGHJK,RDT,2007,0
discards,7BCEFGHJK,RDT,2008,0.01
landings,7BCEFGHJK,RDT,2008,0
discards,7BCEFGHJK,RDT,2009,0.051
landings,7BCEFGHJK,RDT,2009,0
discards,7BCEFGHJK,RDT,2010,0.04
landings,7BCEFGHJK,RDT,2010,0
discards,7BCEFGHJK,RDT,2012,0.018
landings,7BCEFGHJK,RDT,2012,0
discards,7BCEFGHJK,RED,2003,0
landings,7BCEFGHJK,RED,2003,60.9607
discards,7BCEFGHJK,RED,2004,0
landings,7BCEFGHJK,RED,2004,10.4208
discards,7BCEFGHJK,RED,2005,3.489
landings,7BCEFGHJK,RED,2005,8.9209
discards,7BCEFGHJK,RED,2006,0
landings,7BCEFGHJK,RED,2006,3.6872
discards,7BCEFGHJK,RED,2007,0
landings,7BCEFGHJK,RED,2007,5.5876
discards,7BCEFGHJK,RED,2008,0
landings,7BCEFGHJK,RED,2008,6.607
discards,7BCEFGHJK,RED,2009,2.791
landings,7BCEFGHJK,RED,2009,13.484
discards,7BCEFGHJK,RED,2010,967.144
landings,7BCEFGHJK,RED,2010,118.2711
discards,7BCEFGHJK,RED,2011,12.788
landings,7BCEFGHJK,RED,2011,105.2083
discards,7BCEFGHJK,RED,2012,0.1
landings,7BCEFGHJK,RED,2012,14.1838
discards,7BCEFGHJK,RED,2013,
landings,7BCEFGHJK,RED,2013,29.858
discards,7BCEFGHJK,RED,2014,18.064
landings,7BCEFGHJK,RED,2014,17.70132
discards,7BCEFGHJK,RED,2015,0
landings,7BCEFGHJK,RED,2015,31.41032
discards,7BCEFGHJK,REG,2014,
landings,7BCEFGHJK,REG,2014,0.015
discards,7BCEFGHJK,RHG,2003,
landings,7BCEFGHJK,RHG,2003,1.16
discards,7BCEFGHJK,RHG,2004,6.234
landings,7BCEFGHJK,RHG,2004,0.006
discards,7BCEFGHJK,RHG,2005,24.92
landings,7BCEFGHJK,RHG,2005,74.47
discards,7BCEFGHJK,RHG,2006,
landings,7BCEFGHJK,RHG,2006,73.844
discards,7BCEFGHJK,RHG,2007,
landings,7BCEFGHJK,RHG,2007,17.86
discards,7BCEFGHJK,RHG,2009,0.5
landings,7BCEFGHJK,RHG,2009,0
discards,7BCEFGHJK,RHG,2010,
landings,7BCEFGHJK,RHG,2010,0.014
discards,7BCEFGHJK,RHG,2011,
landings,7BCEFGHJK,RHG,2011,0.09
discards,7BCEFGHJK,RHG,2013,
landings,7BCEFGHJK,RHG,2013,0.01
discards,7BCEFGHJK,RHG,2014,
landings,7BCEFGHJK,RHG,2014,3.86006
discards,7BCEFGHJK,RHG,2015,0.51
landings,7BCEFGHJK,RHG,2015,7.80116
discards,7BCEFGHJK,RIB,2003,
landings,7BCEFGHJK,RIB,2003,4.6
discards,7BCEFGHJK,RIB,2004,0.784
landings,7BCEFGHJK,RIB,2004,9.57
discards,7BCEFGHJK,RIB,2005,
landings,7BCEFGHJK,RIB,2005,19.88
discards,7BCEFGHJK,RIB,2006,
landings,7BCEFGHJK,RIB,2006,24.39
discards,7BCEFGHJK,RIB,2007,
landings,7BCEFGHJK,RIB,2007,2.62
discards,7BCEFGHJK,RIB,2008,0.205
landings,7BCEFGHJK,RIB,2008,0
discards,7BCEFGHJK,RIB,2010,0.629655
landings,7BCEFGHJK,RIB,2010,6.32
discards,7BCEFGHJK,RIB,2011,0.010884
landings,7BCEFGHJK,RIB,2011,23.14258
discards,7BCEFGHJK,RIB,2012,5.27538
landings,7BCEFGHJK,RIB,2012,16.61679
discards,7BCEFGHJK,RIB,2013,0
landings,7BCEFGHJK,RIB,2013,42.63168
discards,7BCEFGHJK,RIB,2014,0
landings,7BCEFGHJK,RIB,2014,21.20796
discards,7BCEFGHJK,RIB,2015,0.038826
landings,7BCEFGHJK,RIB,2015,31.16112
discards,7BCEFGHJK,RJA,2012,
landings,7BCEFGHJK,RJA,2012,0.004
discards,7BCEFGHJK,RJA,2013,
landings,7BCEFGHJK,RJA,2013,0.011
discards,7BCEFGHJK,RJA,2014,
landings,7BCEFGHJK,RJA,2014,0.0961
discards,7BCEFGHJK,RJA,2015,
landings,7BCEFGHJK,RJA,2015,0.054
discards,7BCEFGHJK,RJB,2003,1.827
landings,7BCEFGHJK,RJB,2003,113.939
discards,7BCEFGHJK,RJB,2004,5.428
landings,7BCEFGHJK,RJB,2004,124.959
discards,7BCEFGHJK,RJB,2005,17.176
landings,7BCEFGHJK,RJB,2005,63.671
discards,7BCEFGHJK,RJB,2006,7.902
landings,7BCEFGHJK,RJB,2006,39.813
discards,7BCEFGHJK,RJB,2007,4.408
landings,7BCEFGHJK,RJB,2007,40.223
discards,7BCEFGHJK,RJB,2008,0.655
landings,7BCEFGHJK,RJB,2008,66.204
discards,7BCEFGHJK,RJB,2009,2.096
landings,7BCEFGHJK,RJB,2009,66.12799
discards,7BCEFGHJK,RJB,2010,15.28
landings,7BCEFGHJK,RJB,2010,0.03
discards,7BCEFGHJK,RJB,2011,73.623
landings,7BCEFGHJK,RJB,2011,0.046
discards,7BCEFGHJK,RJB,2012,3.184
landings,7BCEFGHJK,RJB,2012,0.09
discards,7BCEFGHJK,RJB,2013,8.697
landings,7BCEFGHJK,RJB,2013,0.325
discards,7BCEFGHJK,RJB,2014,114.273
landings,7BCEFGHJK,RJB,2014,0.032
discards,7BCEFGHJK,RJB,2015,33.784
landings,7BCEFGHJK,RJB,2015,0
discards,7BCEFGHJK,RJC,2003,888.115
landings,7BCEFGHJK,RJC,2003,427.103
discards,7BCEFGHJK,RJC,2004,2763.088
landings,7BCEFGHJK,RJC,2004,308.223
discards,7BCEFGHJK,RJC,2005,380.844
landings,7BCEFGHJK,RJC,2005,269.954
discards,7BCEFGHJK,RJC,2006,463.531
landings,7BCEFGHJK,RJC,2006,148.826
discards,7BCEFGHJK,RJC,2007,2910.01
landings,7BCEFGHJK,RJC,2007,154.354
discards,7BCEFGHJK,RJC,2008,618.007
landings,7BCEFGHJK,RJC,2008,374.056
discards,7BCEFGHJK,RJC,2009,4.33
landings,7BCEFGHJK,RJC,2009,303.676
discards,7BCEFGHJK,RJC,2010,98.149
landings,7BCEFGHJK,RJC,2010,120.346
discards,7BCEFGHJK,RJC,2011,69.207
landings,7BCEFGHJK,RJC,2011,456.965
discards,7BCEFGHJK,RJC,2012,69.649
landings,7BCEFGHJK,RJC,2012,568.428
discards,7BCEFGHJK,RJC,2013,98.521
landings,7BCEFGHJK,RJC,2013,519.729
discards,7BCEFGHJK,RJC,2014,365.028324
landings,7BCEFGHJK,RJC,2014,350.4638
discards,7BCEFGHJK,RJC,2015,249.560342
landings,7BCEFGHJK,RJC,2015,445.8047
discards,7BCEFGHJK,RJE,2003,12.164
landings,7BCEFGHJK,RJE,2003,0
discards,7BCEFGHJK,RJE,2004,23.068
landings,7BCEFGHJK,RJE,2004,0
discards,7BCEFGHJK,RJE,2005,7.581
landings,7BCEFGHJK,RJE,2005,0
discards,7BCEFGHJK,RJE,2006,39.159
landings,7BCEFGHJK,RJE,2006,0
discards,7BCEFGHJK,RJE,2007,101.81
landings,7BCEFGHJK,RJE,2007,0
discards,7BCEFGHJK,RJE,2008,33.073
landings,7BCEFGHJK,RJE,2008,0
discards,7BCEFGHJK,RJE,2009,22.777
landings,7BCEFGHJK,RJE,2009,0
discards,7BCEFGHJK,RJE,2010,10.738
landings,7BCEFGHJK,RJE,2010,0
discards,7BCEFGHJK,RJE,2011,58.284
landings,7BCEFGHJK,RJE,2011,164.496
discards,7BCEFGHJK,RJE,2012,13.394
landings,7BCEFGHJK,RJE,2012,181.888
discards,7BCEFGHJK,RJE,2013,17.464
landings,7BCEFGHJK,RJE,2013,132.55
discards,7BCEFGHJK,RJE,2014,198.775
landings,7BCEFGHJK,RJE,2014,100.752
discards,7BCEFGHJK,RJE,2015,0.417482
landings,7BCEFGHJK,RJE,2015,110.699
discards,7BCEFGHJK,RJF,2003,0.53
landings,7BCEFGHJK,RJF,2003,23.92
discards,7BCEFGHJK,RJF,2004,6.445
landings,7BCEFGHJK,RJF,2004,14.369
discards,7BCEFGHJK,RJF,2005,3.489
landings,7BCEFGHJK,RJF,2005,8.542
discards,7BCEFGHJK,RJF,2006,4.381
landings,7BCEFGHJK,RJF,2006,6.41
discards,7BCEFGHJK,RJF,2007,4.098
landings,7BCEFGHJK,RJF,2007,10.527
discards,7BCEFGHJK,RJF,2008,2.424
landings,7BCEFGHJK,RJF,2008,7.347
discards,7BCEFGHJK,RJF,2009,0.046
landings,7BCEFGHJK,RJF,2009,7.347
discards,7BCEFGHJK,RJF,2010,1.671
landings,7BCEFGHJK,RJF,2010,0
discards,7BCEFGHJK,RJF,2011,0.608
landings,7BCEFGHJK,RJF,2011,82.299
discards,7BCEFGHJK,RJF,2012,0.507
landings,7BCEFGHJK,RJF,2012,62.38
discards,7BCEFGHJK,RJF,2013,0.456
landings,7BCEFGHJK,RJF,2013,76.756
discards,7BCEFGHJK,RJF,2014,
landings,7BCEFGHJK,RJF,2014,44.688
discards,7BCEFGHJK,RJF,2015,
landings,7BCEFGHJK,RJF,2015,17.37
discards,7BCEFGHJK,RJG,2003,
landings,7BCEFGHJK,RJG,2003,0.41
discards,7BCEFGHJK,RJG,2004,
landings,7BCEFGHJK,RJG,2004,0.31
discards,7BCEFGHJK,RJG,2008,
landings,7BCEFGHJK,RJG,2008,0.141
discards,7BCEFGHJK,RJG,2010,
landings,7BCEFGHJK,RJG,2010,0.149
discards,7BCEFGHJK,RJG,2011,
landings,7BCEFGHJK,RJG,2011,0.113
discards,7BCEFGHJK,RJH,2003,10.733
