"Param","starting_value","Lower","MLE","Upper","final_gradient"
"beta1_ct",-6.9124486131183,-50,-4.41232921025527,50,3.87066089927446e-05
"beta1_ct",-6.65564828405089,-50,-5.90886669557993,50,6.33056701909718e-05
"beta1_ct",-5.61704636181793,-50,-1.76411424932225,50,-0.000193345711354986
"beta1_ct",-5.72742586897612,-50,-2.49015347208415,50,9.8684092991963e-05
"beta1_ct",-5.9113878108875,-50,-3.42594323763962,50,-0.000104569425212531
"beta1_ct",-5.86666963293679,-50,-5.07951240512916,50,-3.3421148938062e-05
"beta1_ct",-5.61336326753519,-50,-1.70468997520302,50,-0.000176285209215532
"beta1_ct",-5.61305695001845,-50,-2.87913829536328,50,2.4996409811795e-05
"beta1_ct",-5.53358237501262,-50,-0.818226614139037,50,-6.67970679613106e-06
"beta1_ct",-5.66684003521999,-50,-0.708006634992431,50,4.58562569758403e-05
"beta1_ct",-5.18983391694136,-50,-3.0451007714871,50,-6.89019980762984e-05
"beta1_ct",-6.01729373496978,-50,-5.54882721379585,50,-7.83648139002224e-06
"beta1_ct",-5.17941722876662,-50,-2.95645395385077,50,-1.72560327689197e-05
"beta1_ct",-6.51772585551713,-50,-8.2819540982676,50,4.56727851549377e-05
"beta1_ct",-6.42357059812572,-50,-2.65830440778212,50,0.000351892245929575
"beta1_ct",-7.66354213902826,-50,-6.07138213897114,50,-0.00019796565766339
"beta1_ct",-5.56112745711694,-50,-1.00731135453047,50,6.10211112884868e-05
"beta1_ct",-6.31878481681465,-50,-5.14940240815715,50,-5.43139586926256e-05
"beta1_ct",-6.9124486131183,-50,-4.70990903037644,50,-0.000204875284584183
"beta1_ct",-6.65564828405089,-50,-6.20358591700623,50,-0.000111286528069243
"beta1_ct",-5.61704636181793,-50,-2.16666430518478,50,9.08500836693804e-06
"beta1_ct",-5.72742586897612,-50,-1.58938372260602,50,0.000208252717084356
"beta1_ct",-5.9113878108875,-50,-3.37279435845882,50,-0.000570093815004502
"beta1_ct",-5.86666963293679,-50,-2.93900273251997,50,0.00026182382463813
"beta1_ct",-5.61336326753519,-50,-1.47870090207633,50,0.000276229528115124
"beta1_ct",-5.61305695001845,-50,-1.93758918525491,50,-6.96846474195212e-05
"beta1_ct",-5.53358237501262,-50,1.07969429300705,50,5.98180066829664e-05
"beta1_ct",-5.66684003521999,-50,-0.489668489447123,50,-2.40262462843366e-05
"beta1_ct",-5.18983391694136,-50,-2.919346137878,50,0.000255420700718156
"beta1_ct",-6.01729373496978,-50,-6.26695338982103,50,-0.000168023366075576
"beta1_ct",-5.17941722876662,-50,-3.44582727043832,50,-0.000179655303428117
"beta1_ct",-6.51772585551713,-50,-8.11518535738993,50,7.36864226642542e-05
"beta1_ct",-6.42357059812572,-50,-3.18763436589209,50,-4.93343457874662e-05
"beta1_ct",-7.66354213902826,-50,-5.32487229351298,50,3.96512003311145e-05
"beta1_ct",-5.56112745711694,-50,-1.52101081471335,50,-0.000166420996203231
"beta1_ct",-6.31878481681465,-50,-4.95563254793691,50,-4.17313462909297e-05
"beta1_ct",-6.9124486131183,-50,-4.63496469028007,50,-3.74436906173392e-05
"beta1_ct",-6.65564828405089,-50,-5.41375960538047,50,-8.98304733987221e-07
"beta1_ct",-5.61704636181793,-50,-2.13057641583369,50,8.00587389520047e-05
"beta1_ct",-5.72742586897612,-50,-2.6661951781538,50,-9.9043190402881e-05
"beta1_ct",-5.9113878108875,-50,-3.260088452537,50,-0.000108929512805722
"beta1_ct",-5.86666963293679,-50,-2.52196212610546,50,7.03363998977302e-06
"beta1_ct",-5.61336326753519,-50,-1.53000041678213,50,9.80899154106041e-05
"beta1_ct",-5.61305695001845,-50,-2.7958949962395,50,1.27753348051485e-05
"beta1_ct",-5.53358237501262,-50,1.24072383143193,50,-0.000113903100556256
"beta1_ct",-5.66684003521999,-50,-2.57939378243815,50,9.4835466028842e-05
"beta1_ct",-5.18983391694136,-50,-3.55738063568863,50,0.000102544304090957
"beta1_ct",-6.01729373496978,-50,-6.59927956692751,50,-9.89211865218831e-05
"beta1_ct",-5.17941722876662,-50,-3.30341559376398,50,-1.49434693730299e-06
"beta1_ct",-6.51772585551713,-50,-8.58131294174269,50,2.76343207755714e-05
"beta1_ct",-6.42357059812572,-50,-2.58487620484926,50,0.000128476976429592
"beta1_ct",-7.66354213902826,-50,-5.48779262252131,50,-9.68510403034362e-05
"beta1_ct",-5.56112745711694,-50,-0.720245687717688,50,-9.29177740609556e-05
"beta1_ct",-6.31878481681465,-50,-4.63268378356145,50,-0.000193597977213522
"beta1_ct",-6.9124486131183,-50,-4.57128385183677,50,-0.000259479899914816
"beta1_ct",-6.65564828405089,-50,-4.76931546811533,50,-9.80476302765432e-05
"beta1_ct",-5.61704636181793,-50,-1.83791244622566,50,-9.30394427314241e-05
"beta1_ct",-5.72742586897612,-50,-1.28518824157963,50,0.000113158669358349
"beta1_ct",-5.9113878108875,-50,-3.11327874116597,50,4.07347336595087e-05
"beta1_ct",-5.86666963293679,-50,-2.67311745487457,50,0.000177266953329647
"beta1_ct",-5.61336326753519,-50,-1.81306630638333,50,-3.37119816795628e-05
"beta1_ct",-5.61305695001845,-50,-1.22864950742786,50,0.000118822978626643
"beta1_ct",-5.53358237501262,-50,0.113111936797125,50,5.98862512712905e-06
"beta1_ct",-5.66684003521999,-50,-1.7182358624088,50,6.04980239536923e-05
"beta1_ct",-5.18983391694136,-50,-2.96886357492541,50,-5.88012435846497e-05
"beta1_ct",-6.01729373496978,-50,-6.33959738098764,50,0.000117451127819912
"beta1_ct",-5.17941722876662,-50,-2.35232858160319,50,0.000169444508065358
"beta1_ct",-6.51772585551713,-50,-7.64772860916127,50,-9.5252615724184e-05
"beta1_ct",-6.42357059812572,-50,-2.89839320969117,50,0.000107863816413589
"beta1_ct",-7.66354213902826,-50,-7.31944154320449,50,-7.4276314709909e-08
"beta1_ct",-5.56112745711694,-50,-0.874789432727785,50,7.58346679818889e-06
"beta1_ct",-6.31878481681465,-50,-4.4210557743946,50,4.50713935328251e-05
"beta1_ct",-6.9124486131183,-50,-4.18518123474843,50,-8.40717619077225e-06
"beta1_ct",-6.65564828405089,-50,-4.53381782513782,50,8.46410492196803e-05
"beta1_ct",-5.61704636181793,-50,-0.631329262514902,50,-3.43973990406532e-05
"beta1_ct",-5.72742586897612,-50,-0.360235007290538,50,2.6765461561773e-05
"beta1_ct",-5.9113878108875,-50,-2.28945977497816,50,-7.78546401725144e-05
"beta1_ct",-5.86666963293679,-50,-1.45762670533188,50,-2.02828123718746e-06
"beta1_ct",-5.61336326753519,-50,-2.1879766815809,50,-0.000162444662804795
"beta1_ct",-5.61305695001845,-50,-2.00897020672671,50,-2.55010715477511e-06
"beta1_ct",-5.53358237501262,-50,1.31253620939772,50,-7.01591797097612e-05
"beta1_ct",-5.66684003521999,-50,-0.131655366725425,50,-1.25583431901388e-05
"beta1_ct",-5.18983391694136,-50,-3.62269655954468,50,-7.46807858407195e-05
"beta1_ct",-6.01729373496978,-50,-5.63111751011759,50,6.57557028609368e-05
"beta1_ct",-5.17941722876662,-50,-2.2258426193578,50,0.000172982895336293
"beta1_ct",-6.51772585551713,-50,-8.61310952854278,50,-2.72854312707294e-05
"beta1_ct",-6.42357059812572,-50,-3.83874654274461,50,-4.48517657857805e-05
"beta1_ct",-7.66354213902826,-50,-10.2803164450653,50,-1.19528193567031e-05
"beta1_ct",-5.56112745711694,-50,-0.94357886334479,50,0.000113349874262064
"beta1_ct",-6.31878481681465,-50,-4.69556448387927,50,-0.000544737616969715
"beta1_ct",-6.9124486131183,-50,-4.53177555240225,50,4.12081437479728e-05
"beta1_ct",-6.65564828405089,-50,-6.33673876413379,50,0.000229248976805208
"beta1_ct",-5.61704636181793,-50,-0.774820115131744,50,0.000200646059604903
"beta1_ct",-5.72742586897612,-50,-1.39791286391397,50,4.73648926035963e-06
"beta1_ct",-5.9113878108875,-50,-1.89839356257794,50,-5.45569091458531e-05
"beta1_ct",-5.86666963293679,-50,-2.20690404188915,50,6.16449847442579e-05
"beta1_ct",-5.61336326753519,-50,-1.38139560120901,50,-0.000158491161783125
"beta1_ct",-5.61305695001845,-50,-3.05815630318523,50,0.00011498996585857
"beta1_ct",-5.53358237501262,-50,-0.0797844512082721,50,0.000305293053693756
"beta1_ct",-5.66684003521999,-50,-1.44770657176357,50,3.01605699084551e-05
"beta1_ct",-5.18983391694136,-50,-3.77735889576166,50,-4.60908588986175e-05
"beta1_ct",-6.01729373496978,-50,-6.9624217053852,50,-0.00011702594151175
"beta1_ct",-5.17941722876662,-50,-2.00259239733926,50,7.63306181459367e-05
"beta1_ct",-6.51772585551713,-50,-9.00048332370346,50,3.54145077015033e-05
"beta1_ct",-6.42357059812572,-50,-3.81160631839754,50,2.74548177299216e-05
"beta1_ct",-7.66354213902826,-50,-7.60998183714405,50,9.48089633758809e-05
"beta1_ct",-5.56112745711694,-50,-1.18030129026462,50,7.30525803677162e-05
"beta1_ct",-6.31878481681465,-50,-4.55130289043641,50,-0.000274644814615629
"beta1_ct",-6.9124486131183,-50,-4.97109817389255,50,6.50698317096188e-05
"beta1_ct",-6.65564828405089,-50,-5.16838799120621,50,-2.70706431872991e-05
"beta1_ct",-5.61704636181793,-50,-1.62509164535513,50,0.000235247631091395
"beta1_ct",-5.72742586897612,-50,-1.25586373608179,50,-0.000291364547109652
"beta1_ct",-5.9113878108875,-50,-1.99554454027771,50,-7.21200280281442e-05
"beta1_ct",-5.86666963293679,-50,-3.05331175591512,50,-1.59554263408079e-05
"beta1_ct",-5.61336326753519,-50,-1.96868457528948,50,-0.000110047206929753
"beta1_ct",-5.61305695001845,-50,-3.09088463280247,50,-0.000148068835660986
"beta1_ct",-5.53358237501262,-50,-0.29843362186041,50,3.12278685821177e-05
"beta1_ct",-5.66684003521999,-50,-0.548228316997772,50,1.02618903047302e-06
"beta1_ct",-5.18983391694136,-50,-3.77696940055748,50,4.68546976671314e-05
"beta1_ct",-6.01729373496978,-50,-7.41941639800588,50,2.51046893152695e-05
"beta1_ct",-5.17941722876662,-50,-2.44678147148174,50,4.8542850947797e-06
"beta1_ct",-6.51772585551713,-50,-9.23140872958644,50,2.52778423427413e-05
"beta1_ct",-6.42357059812572,-50,-3.16538157155222,50,0.000159030901184964
"beta1_ct",-7.66354213902826,-50,-7.37670445880005,50,-7.55366874791719e-05
"beta1_ct",-5.56112745711694,-50,-1.57133579479667,50,0.000142866802680275
"beta1_ct",-6.31878481681465,-50,-4.92011324140196,50,0.000335924215817629
"beta1_ct",-6.9124486131183,-50,-5.39143362783585,50,-5.53067125236284e-05
"beta1_ct",-6.65564828405089,-50,-4.36858338671126,50,0.000325029723908798
"beta1_ct",-5.61704636181793,-50,-0.791792190301302,50,-0.000185842016661386
"beta1_ct",-5.72742586897612,-50,-1.05524259933602,50,-0.000173005027421347
"beta1_ct",-5.9113878108875,-50,-2.54616487366582,50,-0.000125166117867601
"beta1_ct",-5.86666963293679,-50,-2.6925415357678,50,-0.000124464737804697
"beta1_ct",-5.61336326753519,-50,-2.67140739256855,50,0.000122678127142617
"beta1_ct",-5.61305695001845,-50,-4.17821022616235,50,2.27724072692781e-05
"beta1_ct",-5.53358237501262,-50,1.82866863079011,50,0.000163179170846073
"beta1_ct",-5.66684003521999,-50,-0.987043374627511,50,1.06367688601505e-05
"beta1_ct",-5.18983391694136,-50,-4.13115011185352,50,-0.000145203490457595
"beta1_ct",-6.01729373496978,-50,-7.80338961935465,50,-9.3018116940069e-05
"beta1_ct",-5.17941722876662,-50,-2.82347234424974,50,-0.000116874021501095
"beta1_ct",-6.51772585551713,-50,-10.6908979636032,50,8.4863782124911e-05
"beta1_ct",-6.42357059812572,-50,-3.65046162878042,50,0.000113085356327147
"beta1_ct",-7.66354213902826,-50,-7.28894017235907,50,-8.93488642064177e-05
"beta1_ct",-5.56112745711694,-50,-0.256201384272417,50,-0.000343627365776866
"beta1_ct",-6.31878481681465,-50,-4.36248396746965,50,-0.00030175285627479
"beta1_ct",-6.9124486131183,-50,-3.91539232530237,50,-0.000124783218717228
"beta1_ct",-6.65564828405089,-50,-4.26019622623252,50,0.000120298532652052
"beta1_ct",-5.61704636181793,-50,-0.820244155542008,50,-4.38029577498611e-05
"beta1_ct",-5.72742586897612,-50,-2.01497397846656,50,9.01832796786906e-05
"beta1_ct",-5.9113878108875,-50,-2.55171073849286,50,0.000173504812019498
"beta1_ct",-5.86666963293679,-50,-3.20591405634332,50,0.000249971797708026
"beta1_ct",-5.61336326753519,-50,-2.64822099004405,50,-0.000342051195374005
"beta1_ct",-5.61305695001845,-50,-3.04051664446727,50,-8.67146927880924e-05
"beta1_ct",-5.53358237501262,-50,-0.527905222884527,50,0.00012721478600379
"beta1_ct",-5.66684003521999,-50,-1.8987282186059,50,-0.000169463507939449
"beta1_ct",-5.18983391694136,-50,-3.47067251263291,50,-2.31199733560228e-05
"beta1_ct",-6.01729373496978,-50,-5.79935454660808,50,1.59764943790108e-05
"beta1_ct",-5.17941722876662,-50,-2.35692173742854,50,3.16197824794529e-05
"beta1_ct",-6.51772585551713,-50,-8.00169790558557,50,0.000186986844002313
"beta1_ct",-6.42357059812572,-50,-3.24266889610433,50,-7.64825505727984e-05
"beta1_ct",-7.66354213902826,-50,-7.54237047727833,50,8.60252806327289e-05
"beta1_ct",-5.56112745711694,-50,-0.406955522495977,50,0.000176271541171835
"beta1_ct",-6.31878481681465,-50,-4.92381198341937,50,-0.000266368065288708
"beta1_ct",-6.9124486131183,-50,-3.90718276617418,50,-0.00015893674760159
"beta1_ct",-6.65564828405089,-50,-3.77200933710396,50,7.93052958574236e-05
"beta1_ct",-5.61704636181793,-50,-0.976568210610671,50,0.000155212479807876
"beta1_ct",-5.72742586897612,-50,-1.96949183616647,50,-0.000231161050317397
"beta1_ct",-5.9113878108875,-50,-2.47326742050083,50,-0.00026406852314613
"beta1_ct",-5.86666963293679,-50,-2.79002119985797,50,-0.000184671867487385
"beta1_ct",-5.61336326753519,-50,-2.31944637250898,50,0.000199424243298552
"beta1_ct",-5.61305695001845,-50,-3.47183362632165,50,8.70594997004481e-05
"beta1_ct",-5.53358237501262,-50,-0.0413129689571975,50,-0.000172373697686412
"beta1_ct",-5.66684003521999,-50,-0.124041195793182,50,8.03940493654398e-05
"beta1_ct",-5.18983391694136,-50,-3.68190346207994,50,-8.20994034200773e-06
"beta1_ct",-6.01729373496978,-50,-6.38559482796949,50,0.000155008956290725
"beta1_ct",-5.17941722876662,-50,-3.00555224640045,50,-2.57699346891682e-05
"beta1_ct",-6.51772585551713,-50,-9.04003199363959,50,-1.30633364081589e-05
"beta1_ct",-6.42357059812572,-50,-3.08286195738995,50,0.000101561980927478
"beta1_ct",-7.66354213902826,-50,-8.37266386948448,50,-4.68432067927127e-05
"beta1_ct",-5.56112745711694,-50,-0.19668311681657,50,5.6151917861999e-05
"beta1_ct",-6.31878481681465,-50,-4.66036490022474,50,2.00821132024798e-05
"beta1_ct",-6.9124486131183,-50,-3.37347528977171,50,6.36220314571556e-05
"beta1_ct",-6.65564828405089,-50,-2.91021407357526,50,4.99663045290255e-05
"beta1_ct",-5.61704636181793,-50,-1.13045457718177,50,7.20743388500367e-05
"beta1_ct",-5.72742586897612,-50,-1.54760657643077,50,-0.000108540762680853
